name,category,brend,type,power,test_down,test_up,length,sensi,rig,stroy,bonus_opit,bonus_snast,bonus_nav,bonus_zabros,stren,lvl,price_ser,price_gold,system_id,photo,source_url
Barracuda JB JSF60MH,Спиннинговые,Barracuda,Джерк,MH,20,60,"1,8",3,7,Быстрый,,,,,"60,8",26,5431,,jerk_10060_JSF60MH,/uploads/rods/jerk_10060_JSF60MH.png,https://potryasovgame.ru/page110667676.html
Legend JXF70H,Спиннинговые,Legend,Джерк,H,25,60,"2,1",5,9,Сверх,,,,,46,26,5383,,jerk_10153_JXF70H,/uploads/rods/jerk_10153_JXF70H.png,https://potryasovgame.ru/page110667676.html
Legend JXF70XH,Спиннинговые,Legend,Джерк,XH,45,110,"2,1",5,10,Сверх,,,,,"49,3",26,5383,,jerk_10153_JXF70XH,/uploads/rods/jerk_10153_JXF70XH.png,https://potryasovgame.ru/page110667676.html
Versus JF77XH,Спиннинговые,Versus,Джерк,XH,30,100,"2,2",5,9,Быстрый,,,,,"40,5",24,3141,,jerk_10152_JF77XH,/uploads/rods/jerk_10152_JF77XH.png,https://potryasovgame.ru/page110667676.html
Versus JF70MH,Спиннинговые,Versus,Джерк,MH,15,50,"2,1",6,8,Быстрый,,,,,38,24,3029,,jerk_10152_JF70MH,/uploads/rods/jerk_10152_JF70MH.png,https://potryasovgame.ru/page110667676.html
Versus JF70H,Спиннинговые,Versus,Джерк,H,25,75,"2,1",5,9,Быстрый,,,,,"39,5",24,3029,,jerk_10152_JF70H,/uploads/rods/jerk_10152_JF70H.png,https://potryasovgame.ru/page110667676.html
Ethnic Jerk JXF70XH,Спиннинговые,Ethnic,Джерк,XH,40,120,"2,1",4,8,Сверх,,,,,"45,2",24,2528,,jerk_10111_JXF70XH,/uploads/rods/jerk_10111_JXF70XH.png,https://potryasovgame.ru/page110667676.html
Ethnic Jerk JXF70H,Спиннинговые,Ethnic,Джерк,H,25,70,"2,1",4,8,Сверх,,,,,"44,3",24,2472,,jerk_10111_JXF70H,/uploads/rods/jerk_10111_JXF70H.png,https://potryasovgame.ru/page110667676.html
Ethnic Jerk JF66H,Спиннинговые,Ethnic,Джерк,H,15,60,2,4,7,Быстрый,,,,,"43,1",24,2417,,jerk_10111_JF66H,/uploads/rods/jerk_10111_JF66H.png,https://potryasovgame.ru/page110667676.html
Model One Jerk J68XH,Спиннинговые,Model,Джерк,XH,30,130,"2,1",2,8,Быстрый,,,,,"40,1",24,1633,,jerk_10045_J68XH,/uploads/rods/jerk_10045_J68XH.png,https://potryasovgame.ru/page110667676.html
Model One Jerk J60H,Спиннинговые,Model,Джерк,H,18,65,"1,8",2,7,Быстрый,,,,,35,24,1575,,jerk_10045_J60H,/uploads/rods/jerk_10045_J60H.png,https://potryasovgame.ru/page110667676.html
Model One Jerk J60XH,Спиннинговые,Model,Джерк,XH,30,110,"1,8",2,7,Быстрый,,,,,"39,4",24,1575,,jerk_10045_J60XH,/uploads/rods/jerk_10045_J60XH.png,https://potryasovgame.ru/page110667676.html
Karelia Jerk JXF70XH,Спиннинговые,Karelia,Джерк,XH,40,120,"2,1",3,8,Сверх,,,,,"34,1",22,1394,,jerk_10110_JXF70XH,/uploads/rods/jerk_10110_JXF70XH.png,https://potryasovgame.ru/page110667676.html
Karelia Jerk JXF66H,Спиннинговые,Karelia,Джерк,H,15,50,2,3,7,Сверх,,,,,"32,1",22,1372,,jerk_10110_JXF66H,/uploads/rods/jerk_10110_JXF66H.png,https://potryasovgame.ru/page110667676.html
Fortuna Jerk J60XH,Спиннинговые,Fortuna,Джерк,XH,35,100,"1,8",5,10,Сверх,,,,,"30,5",20,1244,,jerk_10044_J60XH,/uploads/rods/jerk_10044_J60XH.png,https://potryasovgame.ru/page110667676.html
Fortuna Jerk J60H,Спиннинговые,Fortuna,Джерк,H,20,50,"1,8",6,10,Сверх,,,,,"23,9",20,1136,,jerk_10044_J60H,/uploads/rods/jerk_10044_J60H.png,https://potryasovgame.ru/page110667676.html
Super Duty Jerk JR68XH,Спиннинговые,Super,Джерк,XH,40,150,"2,1",3,9,Быстрый,,,,,"28,5",20,938,,jerk_10043_JR68XH,/uploads/rods/jerk_10043_JR68XH.png,https://potryasovgame.ru/page110667676.html
Super Duty Jerk JR60XH,Спиннинговые,Super,Джерк,XH,30,120,"1,8",3,9,Быстрый,,,,,"27,7",20,895,,jerk_10043_JR60XH,/uploads/rods/jerk_10043_JR60XH.png,https://potryasovgame.ru/page110667676.html
Mechta JXF70XH,Спиннинговые,Mechta,Джерк,XH,25,90,"2,1",5,9,Сверх,,,,,23,14,739,,jerk_10124_JXF70XH,/uploads/rods/jerk_10124_JXF70XH.png,https://potryasovgame.ru/page110667676.html
Master 800,Поплавочные,Master,Мах,,2,18,8,5,9,Средний,,Глухая и Скольз. +3,,,17,28,12980,,tele_10169_800,/uploads/rods/tele_10169_800.png,https://potryasovgame.ru/page113839636.html
Master 700,Поплавочные,Master,Мах,,2,18,7,5,9,Средний,,Глухая и Скольз. +3,,,17,28,11960,,tele_10169_700,/uploads/rods/tele_10169_700.png,https://potryasovgame.ru/page113839636.html
Master 600,Поплавочные,Master,Мах,,2,18,6,5,9,Средний,,Глухая и Скольз. +3,,,17,28,10868,,tele_10169_600,/uploads/rods/tele_10169_600.png,https://potryasovgame.ru/page113839636.html
Master 500,Поплавочные,Master,Мах,,2,18,5,5,9,Средний,,Глухая и Скольз. +3,,,17,28,10177,,tele_10169_500,/uploads/rods/tele_10169_500.png,https://potryasovgame.ru/page113839636.html
Razor Ultra 800,Поплавочные,Razor,Мах,UL,1,5,8,7,8,Быстрый,100%,Глухая и Скольз. +1,,,"5,6",26,8514,,tele_10178_800,/uploads/rods/tele_10178_800.png,https://potryasovgame.ru/page113839636.html
Razor Ultra 700,Поплавочные,Razor,Мах,UL,1,5,7,7,8,Быстрый,100%,Глухая и Скольз. +1,,,"5,6",26,7913,,tele_10178_700,/uploads/rods/tele_10178_700.png,https://potryasovgame.ru/page113839636.html
Razor Ultra 600,Поплавочные,Razor,Мах,UL,1,5,6,7,8,Быстрый,100%,Глухая и Скольз. +1,,,"5,6",26,7435,,tele_10178_600,/uploads/rods/tele_10178_600.png,https://potryasovgame.ru/page113839636.html
Razor Ultra 500,Поплавочные,Razor,Мах,UL,1,5,5,7,8,Быстрый,100%,Глухая и Скольз. +1,,,"5,6",26,7196,,tele_10178_500,/uploads/rods/tele_10178_500.png,https://potryasovgame.ru/page113839636.html
Razor 600,Поплавочные,Razor,Мах,L,1,10,6,7,9,Быстрый,50%,Глухая и Скольз. +1,,,10,26,7207,,tele_10168_600,/uploads/rods/tele_10168_600.png,https://potryasovgame.ru/page113839636.html
Razor 500,Поплавочные,Razor,Мах,L,1,10,5,7,9,Быстрый,50%,Глухая и Скольз. +1,,,10,26,6851,,tele_10168_500,/uploads/rods/tele_10168_500.png,https://potryasovgame.ru/page113839636.html
Razor 400,Поплавочные,Razor,Мах,L,1,10,4,7,9,Быстрый,50%,Глухая и Скольз. +1,,,10,26,6614,,tele_10168_400,/uploads/rods/tele_10168_400.png,https://potryasovgame.ru/page113839636.html
Inferno 800,Поплавочные,Inferno,Мах,,2,18,8,3,7,Средний,,,,,25,24,8514,,tele_10167_800,/uploads/rods/tele_10167_800.png,https://potryasovgame.ru/page113839636.html
Inferno 700,Поплавочные,Inferno,Мах,,2,18,7,3,7,Средний,,,,,25,24,7793,,tele_10167_700,/uploads/rods/tele_10167_700.png,https://potryasovgame.ru/page113839636.html
Inferno 600,Поплавочные,Inferno,Мах,,2,18,6,3,7,Средний,,,,,25,24,7078,,tele_10167_600,/uploads/rods/tele_10167_600.png,https://potryasovgame.ru/page113839636.html
Inferno 500,Поплавочные,Inferno,Мах,,2,18,5,3,7,Средний,,,,,25,24,6485,,tele_10167_500,/uploads/rods/tele_10167_500.png,https://potryasovgame.ru/page113839636.html
Excellent pole 26,Поплавочные,Excellent,Мах,L,2,12,"7,9",3,5,Быстрый,50%,,,,"7,1",22,4199,,tele_10185_26,/uploads/rods/tele_10185_26.png,https://potryasovgame.ru/page113839636.html
Excellent pole 19,Поплавочные,Excellent,Мах,L,2,12,"5,8",3,5,Быстрый,50%,,,,"7,1",22,3899,,tele_10185_19,/uploads/rods/tele_10185_19.png,https://potryasovgame.ru/page113839636.html
Excellent pole 13,Поплавочные,Excellent,Мах,L,2,12,4,3,5,Быстрый,50%,,,,"7,1",22,3499,,tele_10185_13,/uploads/rods/tele_10185_13.png,https://potryasovgame.ru/page113839636.html
Crimson Star TL 800,Поплавочные,Crimson,Мах,,3,18,8,5,8,Быстрый,,Глухая и Скольз. +2,,,13,26,3988,,tele_10086_TL800,/uploads/rods/tele_10086_TL800.png,https://potryasovgame.ru/page113839636.html
Crimson Star TL 700,Поплавочные,Crimson,Мах,,3,18,7,5,8,Быстрый,,Глухая и Скольз. +2,,,13,26,3699,,tele_10086_TL700,/uploads/rods/tele_10086_TL700.png,https://potryasovgame.ru/page113839636.html
Crimson Star TL 600,Поплавочные,Crimson,Мах,,3,18,6,5,8,Быстрый,,Глухая и Скольз. +2,,,13,26,3543,,tele_10086_TL600,/uploads/rods/tele_10086_TL600.png,https://potryasovgame.ru/page113839636.html
Crimson Star TL 500,Поплавочные,Crimson,Мах,,3,18,5,5,8,Быстрый,,Глухая и Скольз. +2,,,13,26,3464,,tele_10086_TL500,/uploads/rods/tele_10086_TL500.png,https://potryasovgame.ru/page113839636.html
Falcon 800,Поплавочные,Falcon,Мах,,3,15,8,3,4,Медленный,,,,,"21,8",22,3689,,tele_10084_TL800,/uploads/rods/tele_10084_TL800.png,https://potryasovgame.ru/page113839636.html
Falcon 600,Поплавочные,Falcon,Мах,,3,15,6,3,4,Медленный,,,,,"21,8",22,3398,,tele_10084_TL600,/uploads/rods/tele_10084_TL600.png,https://potryasovgame.ru/page113839636.html
Falcon 400,Поплавочные,Falcon,Мах,,3,15,4,3,4,Медленный,,,,,"21,8",22,3101,,tele_10084_TL400,/uploads/rods/tele_10084_TL400.png,https://potryasovgame.ru/page113839636.html
Spirit 700,Поплавочные,Spirit,Мах,,2,18,7,3,6,Средний,,,5%,,18,22,3358,,tele_10166_700,/uploads/rods/tele_10166_700.png,https://potryasovgame.ru/page113839636.html
Spirit 600,Поплавочные,Spirit,Мах,,2,18,6,3,6,Средний,,,5%,,18,22,3145,,tele_10166_600,/uploads/rods/tele_10166_600.png,https://potryasovgame.ru/page113839636.html
Spirit 500,Поплавочные,Spirit,Мах,,2,18,5,3,6,Средний,,,5%,,18,22,3032,,tele_10166_500,/uploads/rods/tele_10166_500.png,https://potryasovgame.ru/page113839636.html
Expression 700,Поплавочные,Expression,Мах,UL,1,5,7,8,7,Быстрый,100%,,,,"4,5",24,3250,,tele_10177_TL700,/uploads/rods/tele_10177_TL700.png,https://potryasovgame.ru/page113839636.html
Expression 500,Поплавочные,Expression,Мах,UL,1,5,5,8,7,Быстрый,100%,,,,"4,5",24,2968,,tele_10177_TL500,/uploads/rods/tele_10177_TL500.png,https://potryasovgame.ru/page113839636.html
Windmaster TL 700,Поплавочные,Windmaster,Мах,L,2,12,7,7,8,Быстрый,50%,,,,"7,9",24,2631,,tele_10085_TL700,/uploads/rods/tele_10085_TL700.png,https://potryasovgame.ru/page113839636.html
Windmaster TL 500,Поплавочные,Windmaster,Мах,L,2,12,5,7,8,Быстрый,50%,,,,"7,9",24,2452,,tele_10085_TL500,/uploads/rods/tele_10085_TL500.png,https://potryasovgame.ru/page113839636.html
Ethnic Pole 8,Поплавочные,Ethnic,Мах,,2,18,8,5,7,Быстрый,,,,,14,20,1919,,tele_10099_EP8,/uploads/rods/tele_10099_EP8.png,https://potryasovgame.ru/page113839636.html
Ethnic Pole 6,Поплавочные,Ethnic,Мах,,2,18,6,5,7,Быстрый,,,,,14,20,1788,,tele_10099_EP6,/uploads/rods/tele_10099_EP6.png,https://potryasovgame.ru/page113839636.html
Ethnic Pole 4,Поплавочные,Ethnic,Мах,,2,18,4,5,7,Быстрый,,,,,14,20,1590,,tele_10099_EP4,/uploads/rods/tele_10099_EP4.png,https://potryasovgame.ru/page113839636.html
Heritage TL 700,Поплавочные,Heritage,Мах,,2,8,7,3,4,Средний,,Глухая +1,,,8,18,1596,,tele_10083_TL700,/uploads/rods/tele_10083_TL700.png,https://potryasovgame.ru/page113839636.html
Heritage TL 600,Поплавочные,Heritage,Мах,,2,8,6,3,4,Средний,,Глухая +1,,,8,18,1500,,tele_10083_TL600,/uploads/rods/tele_10083_TL600.png,https://potryasovgame.ru/page113839636.html
Heritage TL 500,Поплавочные,Heritage,Мах,,2,8,5,3,4,Средний,,Глухая и Скольз. +1,,,8,18,1424,,tele_10083_TL500,/uploads/rods/tele_10083_TL500.png,https://potryasovgame.ru/page113839636.html
Soul Pole 7,Поплавочные,Soul,Мах,UL,1,5,7,5,6,Быстрый,100%,,,,"3,5",18,1482,,tele_10175_7,/uploads/rods/tele_10175_7.png,https://potryasovgame.ru/page113839636.html
Soul Pole 5,Поплавочные,Soul,Мах,UL,1,5,5,5,6,Быстрый,100%,,,,"3,5",18,1340,,tele_10175_5,/uploads/rods/tele_10175_5.png,https://potryasovgame.ru/page113839636.html
Crystal Pole 7,Поплавочные,Crystal,Мах,L,2,10,7,5,7,Быстрый,50%,,,,6,18,1460,,tele_10174_7,/uploads/rods/tele_10174_7.png,https://potryasovgame.ru/page113839636.html
Crystal Pole 5,Поплавочные,Crystal,Мах,L,2,10,5,5,7,Быстрый,50%,,,,6,18,1319,,tele_10174_5,/uploads/rods/tele_10174_5.png,https://potryasovgame.ru/page113839636.html
Aurora Pole 7,Поплавочные,Aurora,Мах,,3,25,7,5,8,Быстрый,,,,,12,16,1370,,tele_10098_AP7,/uploads/rods/tele_10098_AP7.png,https://potryasovgame.ru/page113839636.html
Aurora Pole 5,Поплавочные,Aurora,Мах,,3,25,5,5,8,Быстрый,,,,,12,16,1262,,tele_10098_AP5,/uploads/rods/tele_10098_AP5.png,https://potryasovgame.ru/page113839636.html
Атаман UL8,Поплавочные,Атаман,Мах,UL,1,5,8,3,4,Средний,100%,,,,"3,1",14,1103,,tele_10179_8,/uploads/rods/tele_10179_8.png,https://potryasovgame.ru/page113839636.html
Атаман UL7,Поплавочные,Атаман,Мах,UL,1,5,7,3,4,Средний,100%,,,,"3,1",14,999,,tele_10179_7,/uploads/rods/tele_10179_7.png,https://potryasovgame.ru/page113839636.html
Атаман UL6,Поплавочные,Атаман,Мах,UL,1,5,6,3,4,Средний,100%,,,,"3,1",14,949,,tele_10179_6,/uploads/rods/tele_10179_6.png,https://potryasovgame.ru/page113839636.html
Атаман UL5,Поплавочные,Атаман,Мах,UL,1,5,5,3,4,Средний,100%,,,,"3,1",14,899,,tele_10179_5,/uploads/rods/tele_10179_5.png,https://potryasovgame.ru/page113839636.html
Атаман UL4,Поплавочные,Атаман,Мах,UL,1,5,4,3,4,Средний,100%,,,,"3,1",14,849,,tele_10179_4,/uploads/rods/tele_10179_4.png,https://potryasovgame.ru/page113839636.html
Атаман L8,Поплавочные,Атаман,Мах,L,2,10,8,3,5,Средний,50%,,,,5,14,1103,,tele_10180_8,/uploads/rods/tele_10180_8.png,https://potryasovgame.ru/page113839636.html
Атаман L7,Поплавочные,Атаман,Мах,L,2,10,7,3,5,Средний,50%,,,,5,14,999,,tele_10180_7,/uploads/rods/tele_10180_7.png,https://potryasovgame.ru/page113839636.html
Атаман L6,Поплавочные,Атаман,Мах,L,2,10,6,3,5,Средний,50%,,,,5,14,949,,tele_10180_6,/uploads/rods/tele_10180_6.png,https://potryasovgame.ru/page113839636.html
Атаман L5,Поплавочные,Атаман,Мах,L,2,10,5,3,5,Средний,50%,,,,5,14,899,,tele_10180_5,/uploads/rods/tele_10180_5.png,https://potryasovgame.ru/page113839636.html
Атаман L4,Поплавочные,Атаман,Мах,L,2,10,4,3,5,Средний,50%,,,,5,14,849,,tele_10180_4,/uploads/rods/tele_10180_4.png,https://potryasovgame.ru/page113839636.html
Model One T700,Поплавочные,Model,Мах,,7,80,7,6,7,Средний,,,,,"11,2",16,990,,tele_10040_t700,/uploads/rods/tele_10040_t700.png,https://potryasovgame.ru/page113839636.html
Рязанка БК8,Поплавочные,Рязанка,Мах,ML,2,25,8,2,4,Медленный,25%,,,,"9,1",8,998,,tele_10166_BK8,/uploads/rods/tele_10166_BK8.png,https://potryasovgame.ru/page113839636.html
Рязанка БК6,Поплавочные,Рязанка,Мах,ML,2,25,6,2,4,Медленный,25%,,,,"9,1",8,948,,tele_10166,/uploads/rods/tele_10166.png,https://potryasovgame.ru/page113839636.html
Рязанка БК4,Поплавочные,Рязанка,Мах,ML,2,25,4,2,4,Медленный,25%,,,,"9,1",8,898,,tele_10166_BK4,/uploads/rods/tele_10166_BK4.png,https://potryasovgame.ru/page113839636.html
White Pole 6,Поплавочные,White,Мах,,3,20,6,4,6,Быстрый,,,,,"10,5",14,949,,tele_10097_WP6,/uploads/rods/tele_10097_WP6.png,https://potryasovgame.ru/page113839636.html
White Pole 4,Поплавочные,White,Мах,,3,20,4,4,6,Быстрый,,,,,"10,5",14,859,,tele_10097_WP4,/uploads/rods/tele_10097_WP4.png,https://potryasovgame.ru/page113839636.html
Mechta Telescopic 8,Поплавочные,Mechta,Мах,,1,30,8,3,7,Быстрый,,,,,"10,5",14,879,,tele_10114_8,/uploads/rods/tele_10114_8.png,https://potryasovgame.ru/page113839636.html
Mechta Telescopic 6,Поплавочные,Mechta,Мах,,1,30,6,3,7,Быстрый,,,,,"10,5",14,799,,tele_10114_6,/uploads/rods/tele_10114_6.png,https://potryasovgame.ru/page113839636.html
Model Two T800,Поплавочные,Model,Мах,,8,60,8,5,7,Средний,,,,,"9,4",14,778,,tele_10039_t800,/uploads/rods/tele_10039_t800.png,https://potryasovgame.ru/page113839636.html
Model Two T700,Поплавочные,Model,Мах,,8,60,7,5,7,Средний,,,,,"9,4",14,708,,tele_10039_t700,/uploads/rods/tele_10039_t700.png,https://potryasovgame.ru/page113839636.html
Model Two T600,Поплавочные,Model,Мах,,8,60,6,5,7,Средний,,,,,"9,4",14,689,,tele_10039_t600,/uploads/rods/tele_10039_t600.png,https://potryasovgame.ru/page113839636.html
Model Two T500,Поплавочные,Model,Мах,,8,60,5,5,7,Средний,,,,,"9,4",14,675,,tele_10039_t500,/uploads/rods/tele_10039_t500.png,https://potryasovgame.ru/page113839636.html
Trophy T600,Поплавочные,Trophy,Мах,UL,1,6,6,4,6,Быстрый,100%,,,,"2,6",12,589,,tele_10173_T600,/uploads/rods/tele_10173_T600.png,https://potryasovgame.ru/page113839636.html
Trophy T400,Поплавочные,Trophy,Мах,UL,1,6,4,4,6,Быстрый,100%,,,,"2,6",12,539,,tele_10173_T400,/uploads/rods/tele_10173_T400.png,https://potryasovgame.ru/page113839636.html
Genius T700,Поплавочные,Genius,Мах,ML,3,24,7,4,5,Быстрый,25%,,,,"4,9",12,489,,tele_10038_t700,/uploads/rods/tele_10038_t700.png,https://potryasovgame.ru/page113839636.html
Genius T500,Поплавочные,Genius,Мах,ML,3,24,5,4,5,Быстрый,25%,,,,"4,9",12,454,,tele_10038_t500,/uploads/rods/tele_10038_t500.png,https://potryasovgame.ru/page113839636.html
Ultra Telescopic 7,Поплавочные,Ultra,Мах,UL,1,5,7,3,6,Быстрый,100%,,,,"2,2",10,429,,tele_10176_7,/uploads/rods/tele_10176_7.png,https://potryasovgame.ru/page113839636.html
Ultra Telescopic 6,Поплавочные,Ultra,Мах,UL,1,5,6,3,6,Быстрый,100%,,,,"2,2",10,419,,tele_10176_6,/uploads/rods/tele_10176_6.png,https://potryasovgame.ru/page113839636.html
Ultra Telescopic 5,Поплавочные,Ultra,Мах,UL,1,5,5,3,6,Быстрый,100%,,,,"2,2",10,399,,tele_10176_5,/uploads/rods/tele_10176_5.png,https://potryasovgame.ru/page113839636.html
Ultra Telescopic 4,Поплавочные,Ultra,Мах,UL,1,5,4,3,6,Быстрый,100%,,,,"2,2",10,389,,tele_10176_4,/uploads/rods/tele_10176_4.png,https://potryasovgame.ru/page113839636.html
Linear Telescopic 26,Поплавочные,Linear,Мах,,4,40,8,2,4,Средний,,,,,"8,7",10,394,,tele_10037_t26,/uploads/rods/tele_10037_t26.png,https://potryasovgame.ru/page113839636.html
Linear Telescopic 20,Поплавочные,Linear,Мах,,4,40,6,2,4,Средний,,,,,"8,7",10,378,,tele_10037_t20,/uploads/rods/tele_10037_t20.png,https://potryasovgame.ru/page113839636.html
Linear Telescopic 13,Поплавочные,Linear,Мах,,4,40,4,2,4,Средний,,,,,"8,7",10,349,,tele_10037_t13,/uploads/rods/tele_10037_t13.png,https://potryasovgame.ru/page113839636.html
Belmor Pole 7,Поплавочные,Belmor,Мах,,5,25,7,2,5,Средний,,,,,"8,6",10,369,,tele_10096_BP7,/uploads/rods/tele_10096_BP7.png,https://potryasovgame.ru/page113839636.html
Belmor Pole 5,Поплавочные,Belmor,Мах,,5,25,5,2,5,Средний,,,,,"8,6",10,339,,tele_10096_BP5,/uploads/rods/tele_10096_BP5.png,https://potryasovgame.ru/page113839636.html
RedStick RS23,Поплавочные,RedStick,Мах,,2,16,7,3,5,Медленный,,,,,8,8,285,,tele_10050_RS23,/uploads/rods/tele_10050_RS23.png,https://potryasovgame.ru/page113839636.html
RedStick RS16,Поплавочные,RedStick,Мах,,2,16,5,3,5,Медленный,,,,,8,8,266,,tele_10050_RS16,/uploads/rods/tele_10050_RS16.png,https://potryasovgame.ru/page113839636.html
Kontakt Telescopic 7,Поплавочные,Kontakt,Мах,,2,40,7,1,5,Быстрый,,,,,7,7,219,,tele_10113_7,/uploads/rods/tele_10113_7.png,https://potryasovgame.ru/page113839636.html
Kontakt Telescopic 6,Поплавочные,Kontakt,Мах,,2,40,6,1,5,Быстрый,,,,,7,7,199,,tele_10113_6,/uploads/rods/tele_10113_6.png,https://potryasovgame.ru/page113839636.html
Kontakt Telescopic 5,Поплавочные,Kontakt,Мах,,2,40,5,1,5,Быстрый,,,,,7,7,184,,tele_10113_5,/uploads/rods/tele_10113_5.png,https://potryasovgame.ru/page113839636.html
WalrusStick WS26,Поплавочные,WalrusStick,Мах,,3,20,8,1,2,Медленный,,,,,"7,4",6,175,,tele_10049_WS26,/uploads/rods/tele_10049_WS26.png,https://potryasovgame.ru/page113839636.html
WalrusStick WS20,Поплавочные,WalrusStick,Мах,,3,20,6,1,2,Медленный,,,,,"7,4",6,168,,tele_10049_WS20,/uploads/rods/tele_10049_WS20.png,https://potryasovgame.ru/page113839636.html
WalrusStick WS13,Поплавочные,WalrusStick,Мах,,3,20,4,1,2,Медленный,,,,,"7,4",6,159,,tele_10049_WS13,/uploads/rods/tele_10049_WS13.png,https://potryasovgame.ru/page113839636.html
Удочка из орешника,Поплавочные,Удочка,Мах,,3,30,4,0,2,Медленный,,,,,"6,5",3,"89,8",,pomor_rod_4o,/uploads/rods/pomor_rod_4o.png,https://potryasovgame.ru/page113839636.html
StarlingStick SS20,Поплавочные,StarlingStick,Мах,,3,25,6,0,0,Медленный,,,,,"6,1",3,68,,tele_10048_SS20,/uploads/rods/tele_10048_SS20.png,https://potryasovgame.ru/page113839636.html
StarlingStick SS13,Поплавочные,StarlingStick,Мах,,3,25,4,0,0,Медленный,,,,,"6,1",3,58,,tele_10048_SS13,/uploads/rods/tele_10048_SS13.png,https://potryasovgame.ru/page113839636.html
Comfort Telescopic 7,Поплавочные,Comfort,Мах,,1,50,7,0,0,Медленный,,,,,"5,5",3,"48,8",,tele_10112_7,/uploads/rods/tele_10112_7.png,https://potryasovgame.ru/page113839636.html
Comfort Telescopic 6,Поплавочные,Comfort,Мах,,1,50,6,0,0,Медленный,,,,,"5,5",3,"45,8",,tele_10112_6,/uploads/rods/tele_10112_6.png,https://potryasovgame.ru/page113839636.html
Comfort Telescopic 5,Поплавочные,Comfort,Мах,,1,50,5,0,0,Медленный,,,,,"5,5",3,"44,8",,tele_10112_5,/uploads/rods/tele_10112_5.png,https://potryasovgame.ru/page113839636.html
Comfort Telescopic 4,Поплавочные,Comfort,Мах,,1,50,4,0,0,Медленный,,,,,"5,5",3,"44,8",,tele_10112_4,/uploads/rods/tele_10112_4.png,https://potryasovgame.ru/page113839636.html
TeleStick TL20,Поплавочные,TeleStick,Мах,,5,35,6,0,0,Медленный,,,,,4,1,31,,tele_10012_tl20,/uploads/rods/tele_10012_tl20.png,https://potryasovgame.ru/page113839636.html
TeleStick TL16,Поплавочные,TeleStick,Мах,,5,35,"4,8",0,0,Медленный,,,,,4,1,25,,tele_10012_tl16,/uploads/rods/tele_10012_tl16.png,https://potryasovgame.ru/page113839636.html
TeleStick TL13,Поплавочные,TeleStick,Мах,,5,35,"3,9",0,0,Медленный,,,,,4,1,19,,tele_10012_tl13,/uploads/rods/tele_10012_tl13.png,https://potryasovgame.ru/page113839636.html
Master Bolognese 800,Поплавочные,Master,Болонка,,2,18,8,5,9,Средний,,Болонская +3,,,17,28,13296,,bolo_10173_800,/uploads/rods/bolo_10173_800.png,https://potryasovgame.ru/page113839636.html
Master Bolognese 700,Поплавочные,Master,Болонка,,2,18,7,5,9,Средний,,Болонская +3,,,17,28,12382,,bolo_10173_700,/uploads/rods/bolo_10173_700.png,https://potryasovgame.ru/page113839636.html
Master Bolognese 600,Поплавочные,Master,Болонка,,2,18,6,5,9,Средний,,Болонская +3,,,17,28,11407,,bolo_10173_600,/uploads/rods/bolo_10173_600.png,https://potryasovgame.ru/page113839636.html
Master Bolognese 500,Поплавочные,Master,Болонка,,2,18,5,5,9,Средний,,Болонская +3,,,17,28,10914,,bolo_10173_500,/uploads/rods/bolo_10173_500.png,https://potryasovgame.ru/page113839636.html
Razor Bolognese 600,Поплавочные,Razor,Болонка,L,1,10,6,7,9,Быстрый,50%,Болонская +2,,,10,26,7924,,bolo_10172_600,/uploads/rods/bolo_10172_600.png,https://potryasovgame.ru/page113839636.html
Razor Bolognese 500,Поплавочные,Razor,Болонка,L,1,10,5,7,9,Быстрый,50%,Болонская +2,,,10,26,7684,,bolo_10172_500,/uploads/rods/bolo_10172_500.png,https://potryasovgame.ru/page113839636.html
Razor Bolognese 400,Поплавочные,Razor,Болонка,L,1,10,4,7,9,Быстрый,50%,Болонская +2,,,10,26,7445,,bolo_10172_400,/uploads/rods/bolo_10172_400.png,https://potryasovgame.ru/page113839636.html
Inferno Bolognese 800,Поплавочные,Inferno,Болонка,,2,18,8,3,7,Средний,,,,,25,24,9280,,bolo_10171_800,/uploads/rods/bolo_10171_800.png,https://potryasovgame.ru/page113839636.html
Inferno Bolognese 700,Поплавочные,Inferno,Болонка,,2,18,7,3,7,Средний,,,,,25,24,8634,,bolo_10171_700,/uploads/rods/bolo_10171_700.png,https://potryasovgame.ru/page113839636.html
Inferno Bolognese 600,Поплавочные,Inferno,Болонка,,2,18,6,3,7,Средний,,,,,25,24,7913,,bolo_10171_600,/uploads/rods/bolo_10171_600.png,https://potryasovgame.ru/page113839636.html
Inferno Bolognese 500,Поплавочные,Inferno,Болонка,,2,18,5,3,7,Средний,,,,,25,24,7196,,bolo_10171_500,/uploads/rods/bolo_10171_500.png,https://potryasovgame.ru/page113839636.html
Rebellion BL 800,Поплавочные,Rebellion,Болонка,,3,18,8,7,9,Средний,,Болонская +1,10%,,"10,5",28,5500,,bolo_10073_BL800,/uploads/rods/bolo_10073_BL800.png,https://potryasovgame.ru/page113839636.html
Rebellion BL 600,Поплавочные,Rebellion,Болонка,,3,18,6,7,9,Средний,,Болонская +1,10%,,"10,5",28,5071,,bolo_10073_BL600,/uploads/rods/bolo_10073_BL600.png,https://potryasovgame.ru/page113839636.html
