name,category,brend,source_url,size,protection,test,test_mod,per,per_mod,speed,speed_mod,frik,frik_mod,meh,meh_mod,lvl,price_ser,price_gold,capacity,capacity_mod,system_id,photo
Spectrum TSH-R,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"3,8","3,2","7,1:1","7,8:1","0,86",,"7,3",8,"31,93",,20,2999,"24,79",,,bclp_5329,/uploads/reels/bclp_5329.png
Silver Bird 2 LS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"4,5","3,9","6,4:1",,"0,61",,"7,3","8,1","26,68",,14,2596,"21,77",,,bclp_5333,/uploads/reels/bclp_5333.png
Charger 2 TC-R,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"4,1","3,7","7,1:1",,"0,81",,"6,8",,"28,93",,18,2499,"21,03",,,bclp_5328,/uploads/reels/bclp_5328.png
T-Tech STT-HSR,Низкопрофильные,Syberia,https://potryasovgame.ru/page113478266.html,,false,"3,9","3,2","7,3:1",,"0,86",,"6,3",7,"30,21",,22,2099,"17,94",,,bclp_5067,/uploads/reels/bclp_5067.png
T-Tech STT-R,Низкопрофильные,Syberia,https://potryasovgame.ru/page113478266.html,,false,"3,9","3,2","5,4:1",,"0,64",,"6,3",7,"29,68",,22,1999,"17,16",,,bclp_5033,/uploads/reels/bclp_5033.png
Nitro 2 TN-R,Низкопрофильные,Trident,https://potryasovgame.ru/page113478266.html,,false,"3,9","3,2","6,4:1",,"0,73",,"5,7","6,5","21,49",,16,1799,"15,57",,,bclp_5327,/uploads/reels/bclp_5327.png
Thunderbolt SSP HS-R,Низкопрофильные,Syberia,https://potryasovgame.ru/page113478266.html,,false,"3,6","2,5","7,3:1",,"0,87","0,87","5,4","6,5","21,76",,18,1700,"14,78",,,bclp_5343,/uploads/reels/bclp_5343.png
SportPro X2 MS-R,Низкопрофильные,Syberia,https://potryasovgame.ru/page113478266.html,,false,"4,9","3,9","6,6:1",,"0,8",,"5,2","6,2","23,02",,14,1299,"11,5",,,bclp_5342,/uploads/reels/bclp_5342.png
Black Bird 2 LS-R,Низкопрофильные,Zeiman,https://potryasovgame.ru/page113478266.html,,false,"5,5","4,4","6,4:1",,"0,6",,5,,"25,81",,12,1298,"11,49",,,bclp_5332,/uploads/reels/bclp_5332.png
Riva 2 MS-R,Низкопрофильные,Syberia,https://potryasovgame.ru/page113478266.html,,false,"4,9","3,9","6,6:1",,"0,76",,"4,8","5,5","19,51",,10,1050,"9,41",,,bclp_5341,/uploads/reels/bclp_5341.png
Energy SNB-R,Низкопрофильные,Syberia,https://potryasovgame.ru/page113478266.html,,false,6,"4,4","6,2:1",,"0,73",,"4,1",,"12,26",,8,770,"7,02",,,bclp_5031,/uploads/reels/bclp_5031.png
Winner NG LP-HS,Низкопрофильные,EF,https://potryasovgame.ru/page113478266.html,,false,"5,5",4,"6,3:1","6,4:1","0,75",,"4,5",,"13,56",,9,300,"2,83",,,bclp_6100,/uploads/reels/bclp_6100.png
Opyimus,Низкопрофильные,EF,https://potryasovgame.ru/page113478266.html,,false,6,"4,4","6,2:1",,"0,73",,"3,6",,"6,13",,7,"181,6","3,67",,,bclp_5339,/uploads/reels/bclp_5339.png
Profisher,Низкопрофильные,EF,https://potryasovgame.ru/page113478266.html,,false,"6,5","4,9","6,2:1",,"0,7",,"3,2",,"8,03",,4,"139,9","1,81",,,bclp_5338,/uploads/reels/bclp_5338.png
